license_id,county,age,birth_date,violation_code,violation_year,violation_month,points
JH231026,Suffolk,36,1988-12-06,NO SEAT BELT ADULT,2025,11,0
YV606313,New York,21,2003-12-07,SPEED IN ZONE 11-20,2025,11,4
TI778586,Westchester,33,1991-12-07,IMPROPER CELL PHONE USE,2025,11,5
FH865084,New York,42,1982-12-07,DRIVING LEFT OF CENTER,2025,11,3
ZB792158,Kings,30,1994-12-07,RECKLESS DRIVING,2025,11,5
EQ139309,New York,57,1967-12-07,VIOLATION OF TRAFFIC SIGNAL,2025,11,3
UG348800,Other,31,1993-12-06,LEAVING SCENE PROP DAMAGE,2025,11,3
HV710568,Other,28,1996-12-06,FAILED TO YIELD RIGHT OF WAY,2025,11,3
YG697595,Other,20,2004-12-06,DRIVING LEFT OF CENTER,2025,11,3
FD954956,Kings,19,2005-12-06,FAIL TO SIGNAL,2025,11,2
YI316668,Westchester,20,2004-12-06,SPEED IN ZONE 11-20,2025,11,4
YD093098,Kings,43,1981-12-06,RECKLESS DRIVING,2025,11,5
RE352612,Kings,32,1992-12-06,LEAVING SCENE PROP DAMAGE,2025,11,3
VW112852,Bronx,34,1990-12-07,SPEED IN ZONE 21-30,2025,11,6
SB311241,Suffolk,28,1996-12-06,SPEED IN ZONE 1-10,2025,11,3
DD399155,Bronx,23,2001-12-06,LEAVING SCENE PROP DAMAGE,2025,11,3
ZG940820,Kings,28,1996-12-06,UNINSPECTED VEHICLE,2025,11,0
PA409445,Other,20,2004-12-06,UNREGISTERED VEHICLE,2025,11,0
MD690513,Other,19,2005-12-06,IMPROPER CELL PHONE USE,2025,11,5
UC001926,Other,25,1999-12-07,RECKLESS DRIVING,2025,11,5
AQ806078,Onondaga,38,1986-12-07,UNLICENSED OPERATOR,2025,11,0
GM130300,Monroe,32,1992-12-06,SPEED IN ZONE 31-40,2025,11,8
CQ063025,Erie,58,1966-12-07,CHILD SAFETY RESTRAINT,2025,11,3
PC625913,Erie,22,2002-12-07,CHILD SAFETY RESTRAINT,2025,11,3
XR782645,Other,27,1997-12-06,FAIL TO SIGNAL,2025,11,2
YO784460,New York,35,1989-12-06,UNREGISTERED VEHICLE,2025,11,0
AB537149,Other,64,1960-12-06,RECKLESS DRIVING,2025,11,5
KD685944,Westchester,48,1976-12-06,CHILD SAFETY RESTRAINT,2025,11,3
XZ093738,Bronx,56,1968-12-06,SPEED IN ZONE 11-20,2025,11,4
UY835291,Westchester,45,1979-12-07,RAILROAD CROSSING VIOLATION,2025,11,5
WS772391,Other,46,1978-12-07,SPEED IN ZONE 11-20,2025,11,4
GE783544,Nassau,58,1966-12-07,FAIL TO SIGNAL,2025,11,2
GY045390,Queens,24,2000-12-06,SPEED IN ZONE 21-30,2025,11,6
XA432642,Monroe,18,2006-12-07,LEAVING SCENE PROP DAMAGE,2025,11,3
CI134593,Bronx,25,1999-12-07,CHILD SAFETY RESTRAINT,2025,11,3
FJ737805,Queens,24,2000-12-06,FAILED TO YIELD RIGHT OF WAY,2025,11,3
UY191194,Westchester,22,2002-12-07,SPEED IN ZONE 31-40,2025,11,8
CV581426,Richmond,30,1994-12-07,RECKLESS DRIVING,2025,11,5
XG421244,Other,19,2005-12-06,RAILROAD CROSSING VIOLATION,2025,11,5
NS932088,Kings,28,1996-12-06,SPEED IN ZONE 21-30,2025,11,6
CT786247,Kings,23,2001-12-06,TINTED WINDOW,2025,11,0
XB718981,New York,44,1980-12-06,IMPROPER CELL PHONE USE,2025,11,5
SB557156,Other,17,2007-12-07,LEAVING SCENE PROP DAMAGE,2025,11,3
JZ866905,Suffolk,26,1998-12-07,SPEED OVER 40,2025,11,11
AB002880,Westchester,46,1978-12-07,SPEED IN ZONE 1-10,2025,11,3
FY896123,Kings,36,1988-12-06,CHILD SAFETY RESTRAINT,2025,11,3
CN476304,Nassau,26,1998-12-07,DISOBEY TRAFFIC DEVICE,2025,11,2
QT353356,Queens,24,2000-12-06,NO SEAT BELT ADULT,2025,11,0
SO191971,Other,22,2002-12-07,SPEED IN ZONE 11-20,2025,11,4
FQ886632,Queens,38,1986-12-07,FAULTY EQUIPMENT,2025,11,0
TU786264,Bronx,17,2007-12-07,FAULTY EQUIPMENT,2025,11,0
AR269715,Other,25,1999-12-07,UNLICENSED OPERATOR,2025,11,0
BU059539,Erie,29,1995-12-07,FAILED TO YIELD RIGHT OF WAY,2025,11,3
CB633566,Queens,22,2002-12-07,UNREGISTERED VEHICLE,2025,11,0
RJ342479,Nassau,60,1964-12-06,RAILROAD CROSSING VIOLATION,2025,11,5
NJ248306,Other,35,1989-12-06,FAULTY EQUIPMENT,2025,11,0
YW686241,Kings,39,1985-12-06,TINTED WINDOW,2025,11,0
WV454346,Kings,15,2009-12-06,DISOBEY TRAFFIC DEVICE,2025,11,2
CX619087,Onondaga,68,1956-12-06,LEAVING SCENE PROP DAMAGE,2025,11,3
TT133870,Bronx,22,2002-12-07,TINTED WINDOW,2025,11,0
JJ754908,Queens,23,2001-12-06,TINTED WINDOW,2025,11,0
UO869297,Monroe,21,2003-12-07,NO SEAT BELT ADULT,2025,11,0
HR532116,Other,43,1981-12-06,RECKLESS DRIVING,2025,11,5
YV454087,Westchester,23,2001-12-06,SPEED IN ZONE 21-30,2025,11,6
JT835598,Nassau,19,2005-12-06,RECKLESS DRIVING,2025,11,5
IR921019,Kings,28,1996-12-06,SPEED IN ZONE 1-10,2025,11,3
LQ843981,Bronx,40,1984-12-06,VIOLATION OF TRAFFIC SIGNAL,2025,11,3
XA312887,Other,26,1998-12-07,RECKLESS DRIVING,2025,11,5
RW506431,Suffolk,35,1989-12-06,IMPROPER PASSING,2025,11,3
PO140377,Nassau,31,1993-12-06,FAILED TO STOP SCHOOL BUS,2025,11,5
TQ869607,Nassau,48,1976-12-06,FAIL TO SIGNAL,2025,11,2
EI406570,Queens,35,1989-12-06,UNREGISTERED VEHICLE,2025,11,0
IH081614,New York,36,1988-12-06,IMPROPER CELL PHONE USE,2025,11,5
DN688300,Queens,30,1994-12-07,RECKLESS DRIVING,2025,11,5
PN151522,Kings,32,1992-12-06,FAILED TO YIELD RIGHT OF WAY,2025,11,3
CA742322,Other,58,1966-12-07,DISOBEY TRAFFIC DEVICE,2025,11,2
JS139622,Other,21,2003-12-07,NO SEAT BELT ADULT,2025,11,0
DE321588,Suffolk,59,1965-12-06,FAILED TO YIELD RIGHT OF WAY,2025,11,3
CC778792,Suffolk,22,2002-12-07,CHILD SAFETY RESTRAINT,2025,11,3
HW339608,Other,24,2000-12-06,SPEED IN ZONE 1-10,2025,11,3
VJ105749,Monroe,24,2000-12-06,SPEED OVER 40,2025,11,11
KA401237,Westchester,41,1983-12-07,RECKLESS DRIVING,2025,11,5
GD096301,Suffolk,18,2006-12-07,FAIL TO SIGNAL,2025,11,2
IU429886,Westchester,23,2001-12-06,IMPROPER CELL PHONE USE,2025,11,5
OP044477,Erie,39,1985-12-06,FAILED TO YIELD RIGHT OF WAY,2025,11,3
LW538336,Other,30,1994-12-07,FAILED TO YIELD RIGHT OF WAY,2025,11,3
WT538059,New York,30,1994-12-07,FAIL TO SIGNAL,2025,11,2
YT318981,Other,21,2003-12-07,IMPROPER PASSING,2025,11,3
XF368397,New York,34,1990-12-07,TINTED WINDOW,2025,11,0
DD459873,Nassau,24,2000-12-06,NO SEAT BELT ADULT,2025,11,0
VB096496,Queens,35,1989-12-06,IMPROPER CELL PHONE USE,2025,11,5
SY132227,Kings,39,1985-12-06,UNREGISTERED VEHICLE,2025,11,0
DQ761768,Bronx,34,1990-12-07,IMPROPER TURN,2025,11,2
HY274864,Suffolk,34,1990-12-07,FAILED TO STOP SCHOOL BUS,2025,11,5
XP233084,Other,37,1987-12-07,RECKLESS DRIVING,2025,11,5
GJ694322,Kings,46,1978-12-07,UNLICENSED OPERATOR,2025,11,0
YE788741,Other,22,2002-12-07,SPEED IN ZONE 21-30,2025,11,6
PR550455,Bronx,23,2001-12-06,IMPROPER CELL PHONE USE,2025,11,5
LP948107,Nassau,68,1956-12-06,UNINSPECTED VEHICLE,2025,11,0
SU856942,Bronx,28,1996-12-06,SPEED IN ZONE 31-40,2025,11,8
FP124218,Suffolk,50,1974-12-07,VIOLATION OF TRAFFIC SIGNAL,2025,11,3
LL111312,Erie,34,1990-12-07,IMPROPER TURN,2025,11,2
PF779566,Suffolk,27,1997-12-06,CHILD SAFETY RESTRAINT,2025,11,3
QN366820,Queens,77,1947-12-07,RECKLESS DRIVING,2025,11,5
MO248581,Erie,33,1991-12-07,VIOLATION OF TRAFFIC SIGNAL,2025,11,3
QH365820,Bronx,43,1981-12-06,NO SEAT BELT ADULT,2025,11,0
GJ220660,Suffolk,18,2006-12-07,NO SEAT BELT ADULT,2025,11,0
XT569239,Kings,24,2000-12-06,USE OF PORTABLE ELECTRONIC DEVICE,2025,11,5
KX928532,Queens,57,1967-12-07,SPEED IN ZONE 31-40,2025,11,8
IB979368,Other,64,1960-12-06,TINTED WINDOW,2025,11,0
MR411840,Queens,21,2003-12-07,USE OF PORTABLE ELECTRONIC DEVICE,2025,11,5
DS056284,Other,66,1958-12-07,DRIVING LEFT OF CENTER,2025,11,3
AF943966,Kings,55,1969-12-06,LEAVING SCENE PROP DAMAGE,2025,11,3
QE997486,New York,27,1997-12-06,FAILED TO STOP SCHOOL BUS,2025,11,5
WT986899,Other,34,1990-12-07,FAIL TO SIGNAL,2025,11,2
MY905912,Other,18,2006-12-07,FAULTY EQUIPMENT,2025,11,0
SQ640598,Bronx,41,1983-12-07,UNREGISTERED VEHICLE,2025,11,0
NE288822,Other,19,2005-12-06,SPEED IN ZONE 1-10,2025,11,3
ID061659,Westchester,29,1995-12-07,FAIL TO SIGNAL,2025,11,2
HA265749,Queens,33,1991-12-07,LEAVING SCENE PROP DAMAGE,2025,11,3
PV459662,Erie,33,1991-12-07,UNINSPECTED VEHICLE,2025,11,0
ED795949,Suffolk,56,1968-12-06,SPEED IN ZONE 11-20,2025,11,4
JQ399170,Queens,22,2002-12-07,RECKLESS DRIVING,2025,11,5
KL409633,Westchester,40,1984-12-06,FAULTY EQUIPMENT,2025,11,0
MD501047,Queens,20,2004-12-06,DRIVING LEFT OF CENTER,2025,11,3
ZN086100,Nassau,31,1993-12-06,UNLICENSED OPERATOR,2025,11,0
EN009233,Richmond,63,1961-12-06,FAULTY EQUIPMENT,2025,11,0
PH232471,Other,53,1971-12-07,SPEED IN ZONE 1-10,2025,11,3
MJ888850,New York,20,2004-12-06,VIOLATION OF TRAFFIC SIGNAL,2025,11,3
NU078016,Queens,21,2003-12-07,USE OF PORTABLE ELECTRONIC DEVICE,2025,11,5
NQ271469,Kings,21,2003-12-07,UNLICENSED OPERATOR,2025,11,0
JY326623,Erie,24,2000-12-06,SPEED IN ZONE 11-20,2025,11,4
SS553394,Westchester,26,1998-12-07,SPEED OVER 40,2025,11,11
DV073027,Monroe,42,1982-12-07,IMPROPER CELL PHONE USE,2025,11,5
YG204862,Queens,20,2004-12-06,IMPROPER CELL PHONE USE,2025,11,5
YD326338,New York,68,1956-12-06,IMPROPER TURN,2025,11,2
WH495078,Queens,25,1999-12-07,DRIVING LEFT OF CENTER,2025,11,3
UG943359,Other,24,2000-12-06,FAULTY EQUIPMENT,2025,11,0
TH735399,New York,37,1987-12-07,DISOBEY TRAFFIC DEVICE,2025,11,2
OP092549,Nassau,41,1983-12-07,FAULTY EQUIPMENT,2025,11,0
ZC208993,Other,46,1978-12-07,RECKLESS DRIVING,2025,11,5
KF717289,Bronx,18,2006-12-07,SPEED IN ZONE 11-20,2025,11,4
RO674635,Suffolk,33,1991-12-07,SPEED OVER 40,2025,11,11
IW516127,Other,18,2006-12-07,SPEED IN ZONE 1-10,2025,11,3
HQ955175,Other,26,1998-12-07,UNLICENSED OPERATOR,2025,11,0
UK778672,Kings,24,2000-12-06,UNINSPECTED VEHICLE,2025,11,0
XI108681,Kings,53,1971-12-07,UNINSPECTED VEHICLE,2025,11,0
DB396460,Kings,32,1992-12-06,RAILROAD CROSSING VIOLATION,2025,11,5
XD103972,Queens,18,2006-12-07,TINTED WINDOW,2025,11,0
XL595457,Other,70,1954-12-07,SPEED IN ZONE 31-40,2025,11,8
XV675118,Monroe,25,1999-12-07,CHILD SAFETY RESTRAINT,2025,11,3
KE420563,Bronx,20,2004-12-06,RAILROAD CROSSING VIOLATION,2025,11,5
XD998930,Other,62,1962-12-07,DISOBEY TRAFFIC DEVICE,2025,11,2
BG602377,New York,42,1982-12-07,SPEED IN ZONE 11-20,2025,11,4
PG457849,Richmond,46,1978-12-07,NO SEAT BELT ADULT,2025,11,0
TJ407696,Queens,40,1984-12-06,IMPROPER CELL PHONE USE,2025,11,5
EQ292744,Suffolk,55,1969-12-06,RECKLESS DRIVING,2025,11,5
ZN711050,Richmond,48,1976-12-06,IMPROPER TURN,2025,11,2
BM349779,New York,58,1966-12-07,FAILED TO STOP SCHOOL BUS,2025,11,5
RH308243,Westchester,44,1980-12-06,LEAVING SCENE PROP DAMAGE,2025,11,3
BN404998,Onondaga,23,2001-12-06,IMPROPER TURN,2025,11,2
QW411101,Other,18,2006-12-07,IMPROPER CELL PHONE USE,2025,11,5
BJ066057,Kings,19,2005-12-06,SPEED OVER 40,2025,11,11
RO116983,Other,39,1985-12-06,FAIL TO SIGNAL,2025,11,2
QO415763,New York,23,2001-12-06,UNINSPECTED VEHICLE,2025,11,0
FU362764,Kings,33,1991-12-07,SPEED IN ZONE 11-20,2025,11,4
NX599967,Kings,64,1960-12-06,UNREGISTERED VEHICLE,2025,11,0
AP399175,Onondaga,43,1981-12-06,SPEED IN ZONE 1-10,2025,11,3
NK781702,Queens,25,1999-12-07,FAULTY EQUIPMENT,2025,11,0
UX262529,Nassau,36,1988-12-06,FAILED TO YIELD RIGHT OF WAY,2025,11,3
SW192408,Westchester,24,2000-12-06,SPEED IN ZONE 21-30,2025,11,6
FP271977,Erie,32,1992-12-06,UNLICENSED OPERATOR,2025,11,0
IH921294,Kings,32,1992-12-06,IMPROPER PASSING,2025,11,3
IG088320,Other,27,1997-12-06,RECKLESS DRIVING,2025,11,5
RO279651,Other,18,2006-12-07,SPEED IN ZONE 21-30,2025,11,6
GK797543,Other,38,1986-12-07,FAULTY EQUIPMENT,2025,11,0
QG741840,Erie,39,1985-12-06,VIOLATION OF TRAFFIC SIGNAL,2025,11,3
YT494132,Nassau,20,2004-12-06,IMPROPER CELL PHONE USE,2025,11,5
OF026771,Bronx,22,2002-12-07,TINTED WINDOW,2025,11,0
AU565614,Kings,24,2000-12-06,IMPROPER CELL PHONE USE,2025,11,5
QZ372919,New York,46,1978-12-07,SPEED IN ZONE 21-30,2025,11,6
DF923131,Queens,50,1974-12-07,UNLICENSED OPERATOR,2025,11,0
KU743920,Westchester,55,1969-12-06,IMPROPER TURN,2025,11,2
WQ273201,New York,56,1968-12-06,CHILD SAFETY RESTRAINT,2025,11,3
JN867299,Suffolk,22,2002-12-07,CHILD SAFETY RESTRAINT,2025,11,3
ZQ231663,Monroe,56,1968-12-06,FAULTY EQUIPMENT,2025,11,0
CA121932,Kings,20,2004-12-06,SPEED IN ZONE 1-10,2025,11,3
JQ554027,Kings,29,1995-12-07,SPEED IN ZONE 21-30,2025,11,6
RN305864,Monroe,38,1986-12-07,USE OF PORTABLE ELECTRONIC DEVICE,2025,11,5
QH903102,Other,28,1996-12-06,FAIL TO SIGNAL,2025,11,2
UR520694,New York,40,1984-12-06,RECKLESS DRIVING,2025,11,5
EE729964,New York,36,1988-12-06,RAILROAD CROSSING VIOLATION,2025,11,5
HZ112939,Suffolk,27,1997-12-06,NO SEAT BELT ADULT,2025,11,0
ZC933442,Onondaga,27,1997-12-06,FAULTY EQUIPMENT,2025,11,0
SM818828,Other,25,1999-12-07,UNREGISTERED VEHICLE,2025,11,0
VF170003,Monroe,34,1990-12-07,FAILED TO YIELD RIGHT OF WAY,2025,11,3
IE345094,Bronx,44,1980-12-06,NO SEAT BELT ADULT,2025,11,0
JL245958,Other,23,2001-12-06,UNLICENSED OPERATOR,2025,11,0
DK109901,Monroe,20,2004-12-06,IMPROPER PASSING,2025,11,3
OW785190,Erie,33,1991-12-07,VIOLATION OF TRAFFIC SIGNAL,2025,11,3
CX787798,New York,60,1964-12-06,FAILED TO STOP SCHOOL BUS,2025,11,5
JA648358,Other,35,1989-12-06,FAULTY EQUIPMENT,2025,11,0
FQ023221,Bronx,33,1991-12-07,DISOBEY TRAFFIC DEVICE,2025,11,2
KX191923,Kings,23,2001-12-06,SPEED IN ZONE 21-30,2025,11,6
GA429899,Other,33,1991-12-07,DRIVING LEFT OF CENTER,2025,11,3
WJ733226,New York,73,1951-12-07,LEAVING SCENE PROP DAMAGE,2025,11,3
EK766840,Other,41,1983-12-07,UNREGISTERED VEHICLE,2025,11,0
ZY660447,New York,51,1973-12-06,UNREGISTERED VEHICLE,2025,11,0
WR236201,Queens,28,1996-12-06,UNREGISTERED VEHICLE,2025,11,0
JI616307,Monroe,21,2003-12-07,UNINSPECTED VEHICLE,2025,11,0
US945188,Nassau,22,2002-12-07,IMPROPER TURN,2025,11,2
EO806075,Other,46,1978-12-07,UNINSPECTED VEHICLE,2025,11,0
BO517971,Bronx,37,1987-12-07,UNLICENSED OPERATOR,2025,11,0
PW891974,New York,31,1993-12-06,RAILROAD CROSSING VIOLATION,2025,11,5
CX787088,Bronx,30,1994-12-07,CHILD SAFETY RESTRAINT,2025,11,3
YE202816,Monroe,33,1991-12-07,FAILED TO STOP SCHOOL BUS,2025,11,5
LV068490,Other,16,2008-12-06,DISOBEY TRAFFIC DEVICE,2025,11,2
KD324991,New York,60,1964-12-06,DISOBEY TRAFFIC DEVICE,2025,11,2
ST266089,Bronx,55,1969-12-06,SPEED OVER 40,2025,11,11
QB596257,Other,32,1992-12-06,VIOLATION OF TRAFFIC SIGNAL,2025,11,3
VX297109,Other,25,1999-12-07,FAIL TO SIGNAL,2025,11,2
IU166134,Other,34,1990-12-07,DRIVING LEFT OF CENTER,2025,11,3
ES317651,Nassau,51,1973-12-06,SPEED OVER 40,2025,11,11
TD942862,Kings,28,1996-12-06,FAILED TO YIELD RIGHT OF WAY,2025,11,3
PB911859,Nassau,39,1985-12-06,IMPROPER TURN,2025,11,2
SB312157,Kings,57,1967-12-07,UNINSPECTED VEHICLE,2025,11,0
MX265339,Nassau,36,1988-12-06,RECKLESS DRIVING,2025,11,5
KD152147,Other,21,2003-12-07,SPEED IN ZONE 1-10,2025,11,3
ZP305972,Queens,26,1998-12-07,RECKLESS DRIVING,2025,11,5
GE699593,Bronx,20,2004-12-06,UNLICENSED OPERATOR,2025,11,0
EZ688614,Erie,27,1997-12-06,DRIVING LEFT OF CENTER,2025,11,3
UB846296,Monroe,25,1999-12-07,CHILD SAFETY RESTRAINT,2025,11,3
FH970830,Nassau,31,1993-12-06,UNREGISTERED VEHICLE,2025,11,0
SL839994,Bronx,23,2001-12-06,IMPROPER PASSING,2025,11,3
AD115537,Other,18,2006-12-07,RECKLESS DRIVING,2025,11,5
LG820052,Nassau,22,2002-12-07,RAILROAD CROSSING VIOLATION,2025,11,5
IW051117,New York,18,2006-12-07,UNLICENSED OPERATOR,2025,11,0
NA136662,Queens,40,1984-12-06,FAIL TO SIGNAL,2025,11,2
ML022484,Suffolk,16,2008-12-06,UNREGISTERED VEHICLE,2025,11,0
KA609614,Richmond,21,2003-12-07,SPEED IN ZONE 31-40,2025,11,8
HL549453,Other,64,1960-12-06,USE OF PORTABLE ELECTRONIC DEVICE,2025,11,5
EK707673,Queens,30,1994-12-07,FAULTY EQUIPMENT,2025,11,0
VV474688,Other,22,2002-12-07,IMPROPER PASSING,2025,11,3
ML351954,Bronx,54,1970-12-07,DRIVING LEFT OF CENTER,2025,11,3
WI607733,Bronx,48,1976-12-06,USE OF PORTABLE ELECTRONIC DEVICE,2025,11,5
LF644933,Kings,22,2002-12-07,SPEED IN ZONE 21-30,2025,11,6
OZ566085,Other,39,1985-12-06,RECKLESS DRIVING,2025,11,5
CJ456361,Other,56,1968-12-06,LEAVING SCENE PROP DAMAGE,2025,11,3
CY756766,Other,63,1961-12-06,LEAVING SCENE PROP DAMAGE,2025,11,3
ER477424,Kings,31,1993-12-06,SPEED OVER 40,2025,11,11
SA369622,Nassau,19,2005-12-06,NO SEAT BELT ADULT,2025,11,0
YA281831,New York,19,2005-12-06,VIOLATION OF TRAFFIC SIGNAL,2025,11,3
IG243914,Other,45,1979-12-07,VIOLATION OF TRAFFIC SIGNAL,2025,11,3
PZ290533,Nassau,21,2003-12-07,SPEED IN ZONE 21-30,2025,11,6
XK020944,Kings,25,1999-12-07,IMPROPER CELL PHONE USE,2025,11,5
DO257217,Queens,33,1991-12-07,IMPROPER TURN,2025,11,2
BP093844,Queens,65,1959-12-07,UNLICENSED OPERATOR,2025,11,0
IL272415,Richmond,29,1995-12-07,RECKLESS DRIVING,2025,11,5
TO937998,Other,16,2008-12-06,VIOLATION OF TRAFFIC SIGNAL,2025,11,3
WY466138,Monroe,46,1978-12-07,SPEED IN ZONE 1-10,2025,11,3
OT922968,Other,45,1979-12-07,TINTED WINDOW,2025,11,0
VL123359,Kings,26,1998-12-07,DRIVING LEFT OF CENTER,2025,11,3
XY509034,Other,41,1983-12-07,IMPROPER CELL PHONE USE,2025,11,5
AP750977,Bronx,30,1994-12-07,UNINSPECTED VEHICLE,2025,11,0
OG032378,Westchester,57,1967-12-07,FAILED TO STOP SCHOOL BUS,2025,11,5
YE233600,New York,51,1973-12-06,IMPROPER CELL PHONE USE,2025,11,5
DN628870,Erie,23,2001-12-06,RAILROAD CROSSING VIOLATION,2025,11,5
QD251398,Bronx,23,2001-12-06,SPEED IN ZONE 11-20,2025,11,4
LK182928,New York,22,2002-12-07,NO SEAT BELT ADULT,2025,11,0
XB192763,Bronx,17,2007-12-07,TINTED WINDOW,2025,11,0
FO421938,Westchester,23,2001-12-06,IMPROPER CELL PHONE USE,2025,11,5
TY341466,Nassau,34,1990-12-07,DISOBEY TRAFFIC DEVICE,2025,11,2
CF023937,New York,25,1999-12-07,DRIVING LEFT OF CENTER,2025,11,3
OW852035,Other,41,1983-12-07,IMPROPER PASSING,2025,11,3
AT868730,Suffolk,17,2007-12-07,RAILROAD CROSSING VIOLATION,2025,11,5
RC210726,Westchester,31,1993-12-06,RECKLESS DRIVING,2025,11,5
VC334425,Kings,35,1989-12-06,SPEED IN ZONE 11-20,2025,11,4
AN986125,Suffolk,42,1982-12-07,FAILED TO YIELD RIGHT OF WAY,2025,11,3
OW243747,Other,25,1999-12-07,FAULTY EQUIPMENT,2025,11,0
EU668785,Kings,28,1996-12-06,SPEED IN ZONE 1-10,2025,11,3
NB594463,Bronx,43,1981-12-06,UNLICENSED OPERATOR,2025,11,0
ZG279370,Monroe,24,2000-12-06,IMPROPER PASSING,2025,11,3
UE127057,Other,45,1979-12-07,UNREGISTERED VEHICLE,2025,11,0
JV224366,New York,43,1981-12-06,UNREGISTERED VEHICLE,2025,11,0
ST923729,Other,51,1973-12-06,SPEED IN ZONE 1-10,2025,11,3
RD102515,Monroe,64,1960-12-06,USE OF PORTABLE ELECTRONIC DEVICE,2025,11,5
EE657876,Monroe,18,2006-12-07,FAIL TO SIGNAL,2025,11,2
KK201482,Kings,51,1973-12-06,FAULTY EQUIPMENT,2025,11,0
XV855499,Queens,29,1995-12-07,UNLICENSED OPERATOR,2025,11,0
ID943202,Westchester,31,1993-12-06,SPEED OVER 40,2025,11,11
US213210,Other,38,1986-12-07,FAIL TO SIGNAL,2025,11,2
NO846235,Other,22,2002-12-07,FAILED TO STOP SCHOOL BUS,2025,11,5
WH823141,Other,64,1960-12-06,IMPROPER TURN,2025,11,2
AK746245,Kings,27,1997-12-06,CHILD SAFETY RESTRAINT,2025,11,3
EW352966,Other,22,2002-12-07,SPEED IN ZONE 11-20,2025,11,4
MC280475,New York,20,2004-12-06,FAILED TO YIELD RIGHT OF WAY,2025,11,3
FW007210,Nassau,24,2000-12-06,FAIL TO SIGNAL,2025,11,2
KF898394,New York,45,1979-12-07,FAILED TO STOP SCHOOL BUS,2025,11,5
NV145930,Kings,33,1991-12-07,FAULTY EQUIPMENT,2025,11,0
IN843497,Other,38,1986-12-07,UNLICENSED OPERATOR,2025,11,0
YR275878,Other,17,2007-12-07,CHILD SAFETY RESTRAINT,2025,11,3
EJ458319,Nassau,33,1991-12-07,CHILD SAFETY RESTRAINT,2025,11,3
SV643947,Suffolk,35,1989-12-06,DRIVING LEFT OF CENTER,2025,11,3
XL130264,Kings,35,1989-12-06,IMPROPER CELL PHONE USE,2025,11,5
CS659059,Kings,53,1971-12-07,FAIL TO SIGNAL,2025,11,2
ZX541592,Other,38,1986-12-07,FAIL TO SIGNAL,2025,11,2
FW111096,Other,29,1995-12-07,SPEED IN ZONE 1-10,2025,11,3
VW458039,Erie,17,2007-12-07,UNREGISTERED VEHICLE,2025,11,0
DM985515,Other,20,2004-12-06,FAIL TO SIGNAL,2025,11,2
XT045867,New York,21,2003-12-07,VIOLATION OF TRAFFIC SIGNAL,2025,11,3
KX322874,Other,48,1976-12-06,UNREGISTERED VEHICLE,2025,11,0
CC304769,Other,25,1999-12-07,IMPROPER TURN,2025,11,2
RX341360,Westchester,32,1992-12-06,FAILED TO YIELD RIGHT OF WAY,2025,11,3
RE824311,Kings,20,2004-12-06,UNLICENSED OPERATOR,2025,11,0
DJ736359,Kings,22,2002-12-07,DRIVING LEFT OF CENTER,2025,11,3
RO951826,Queens,35,1989-12-06,IMPROPER CELL PHONE USE,2025,11,5
QF083460,New York,39,1985-12-06,VIOLATION OF TRAFFIC SIGNAL,2025,11,3
IB837995,Other,41,1983-12-07,SPEED IN ZONE 11-20,2025,11,4
VX908419,Erie,39,1985-12-06,LEAVING SCENE PROP DAMAGE,2025,11,3
MB333484,Nassau,39,1985-12-06,IMPROPER PASSING,2025,11,3
JG021112,Other,24,2000-12-06,USE OF PORTABLE ELECTRONIC DEVICE,2025,11,5
SK224493,Other,27,1997-12-06,USE OF PORTABLE ELECTRONIC DEVICE,2025,11,5
BQ102620,Kings,29,1995-12-07,SPEED IN ZONE 21-30,2025,11,6
HG177772,Queens,35,1989-12-06,RAILROAD CROSSING VIOLATION,2025,11,5
HV158273,Other,17,2007-12-07,NO SEAT BELT ADULT,2025,11,0
JV065359,New York,40,1984-12-06,FAILED TO YIELD RIGHT OF WAY,2025,11,3
OC855022,Other,27,1997-12-06,DRIVING LEFT OF CENTER,2025,11,3
EQ442642,New York,18,2006-12-07,USE OF PORTABLE ELECTRONIC DEVICE,2025,11,5
YI821535,Queens,18,2006-12-07,NO SEAT BELT ADULT,2025,11,0
YP879407,Nassau,18,2006-12-07,FAULTY EQUIPMENT,2025,11,0
DC330136,Queens,41,1983-12-07,USE OF PORTABLE ELECTRONIC DEVICE,2025,11,5
EL419963,Suffolk,34,1990-12-07,UNINSPECTED VEHICLE,2025,11,0
MV408972,Monroe,45,1979-12-07,RECKLESS DRIVING,2025,11,5
BA412883,Erie,33,1991-12-07,DISOBEY TRAFFIC DEVICE,2025,11,2
IW744929,Erie,43,1981-12-06,UNINSPECTED VEHICLE,2025,11,0
TQ005101,Other,26,1998-12-07,LEAVING SCENE PROP DAMAGE,2025,11,3
HM704951,Suffolk,63,1961-12-06,LEAVING SCENE PROP DAMAGE,2025,11,3
OO889008,Erie,21,2003-12-07,SPEED IN ZONE 21-30,2025,11,6
NF294240,Suffolk,51,1973-12-06,UNLICENSED OPERATOR,2025,11,0
PK506238,Other,37,1987-12-07,FAILED TO STOP SCHOOL BUS,2025,11,5
MT082295,Other,47,1977-12-06,DRIVING LEFT OF CENTER,2025,11,3
DP097555,Erie,32,1992-12-06,VIOLATION OF TRAFFIC SIGNAL,2025,11,3
